gene,n_total,n_positive,n_negative,min_class_count,passes_thresholds,review_status_examples
ITK,17,13,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MMP13,17,13,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OPN1MW,17,4,13,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PLS3,17,13,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PSPH,17,4,13,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RASGRP1,17,13,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC25A19,17,13,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
UBIAD1,17,13,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CD46,16,12,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CTSD,16,12,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DAGLA,16,4,12,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GYS1,16,12,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HOXD13,16,12,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KDM1A,16,12,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PUS3,16,4,12,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
TBX19,16,12,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
AHCY,15,11,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
AHR,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CHCHD10,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CILK1,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GNAT2,15,11,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KYNU,15,11,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OXCT1,15,11,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PIK3CG,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PSTPIP1,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SERPINB6,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC7A14,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TCAP,15,11,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TTC12,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
UNC93B1,15,4,11,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DNAJB6,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DPP9,14,4,10,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DPY19L2,14,4,10,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
EXOSC9,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GATA5,14,4,10,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GDF1,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HPGD,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KERA,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KIAA0825,14,4,10,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LYZ,14,4,10,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NEUROG3,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RELT,14,4,10,4,False,"criteria provided, single submitter | no assertion criteria provided"
RETREG1,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
RIPK1,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SMARCD2,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SNAP29,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SOX17,14,4,10,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
STX11,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TALDO1,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TGFB1,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TIMP3,14,10,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ZCCHC8,14,4,10,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ADAMTS19,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ERI1,13,9,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
FTSJ1,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GTF3C3,13,9,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
HEATR3,13,4,9,4,False,"criteria provided, single submitter | no assertion criteria provided"
ITPA,13,9,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KCNJ5,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KDF1,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MIP,13,9,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OGDHL,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OTUD6B,13,9,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PDE10A,13,9,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PIP5K1C,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PNLIP,13,9,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
QRSL1,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RPL10,13,9,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
SF3B2,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TBX2,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TMEM126B,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
WEE2,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
XYLT2,13,4,9,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
AGT,12,8,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
CELF2,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DDX23,12,4,8,4,False,"criteria provided, single submitter"
DDX6,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
FXN,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GIGYF1,12,4,8,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GK,12,8,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
HKDC1,12,4,8,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
IL10RB,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MRPS22,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NEK10,12,4,8,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PIGV,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RNASET2,12,4,8,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
RSPO4,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SART3,12,8,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
SFXN4,12,4,8,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SMARCD1,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SMG9,12,8,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
WARS1,12,4,8,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
WRAP53,12,4,8,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ARPC1B,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ATP5F1A,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
AVIL,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
B9D1,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BCAP31,11,7,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
CEP76,11,7,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
CFAP58,11,4,7,4,False,"criteria provided, single submitter | no assertion criteria provided"
COA8,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CRADD,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DCLRE1B,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DCPS,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
EOGT,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
F13B,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GABRD,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GALM,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GNAI3,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MCIDAS,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MKRN3,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NCF1,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NEUROD2,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NLGN3,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PDE8B,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PRKCD,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PRLR,11,4,7,4,False,"criteria provided, single submitter | no assertion criteria provided"
PRMT9,11,7,4,4,False,"criteria provided, single submitter"
SCUBE3,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SDR9C7,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SFTPA1,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
SUPT16H,11,7,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
SYP,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TMEM38B,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
TMEM63B,11,7,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TOGARAM1,11,7,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
WIPF1,11,4,7,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ALDH6A1,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CASP8,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CRBN,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GTPBP2,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
HNRNPR,10,4,6,4,False,"criteria provided, single submitter | no assertion criteria provided"
INSL3,10,4,6,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MDH2,10,4,6,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MED25,10,4,6,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MSL2,10,6,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
MYOD1,10,4,6,4,False,"criteria provided, single submitter | no assertion criteria provided"
NCF4,10,4,6,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OTULIN,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
PKDCC,10,4,6,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
PYROXD1,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RNASEH1,10,4,6,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SCARB2,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SERPINH1,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC35D1,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SMPD4,10,4,6,4,False,"criteria provided, single submitter"
SPOUT1,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
THPO,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
TLR7,10,4,6,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TTC5,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
VPS16,10,6,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ANTXR1,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ARNT2,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ATG4D,9,5,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
C1GALT1C1,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CCIN,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CNP,9,4,5,4,False,"criteria provided, single submitter | no assertion criteria provided"
DAW1,9,5,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
DDB1,9,5,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
FAM149B1,9,4,5,4,False,"criteria provided, single submitter | no assertion criteria provided"
FARSA,9,4,5,4,False,"criteria provided, single submitter | no assertion criteria provided"
GFER,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KY,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LDHD,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LRMDA,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MCM7,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NDST1,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OGDH,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PDE2A,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
POPDC1,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
PRKAR1B,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PSMB10,9,5,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
SFRP4,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SGMS2,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC18A2,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC30A10,9,4,5,4,False,"criteria provided, single submitter | no assertion criteria provided"
SLC33A1,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC5A7,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC6A9,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
STAT6,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
THSD1,9,4,5,4,False,"criteria provided, single submitter | no assertion criteria provided"
TYROBP,9,4,5,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
UBR7,9,4,5,4,False,"criteria provided, single submitter | no assertion criteria provided"
UNG,9,5,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
AGTR1,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
B4GAT1,8,4,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
BHLHA9,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CAMK2G,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CFAP54,8,4,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
CHMP2B,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DTNBP1,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
EDN1,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
FGF14,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GABRA3,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
HSPA9,8,4,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
MFSD2A,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NDUFB11,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
PCDHGC4,8,4,4,4,False,"criteria provided, single submitter | no assertion criteria provided"
PMVK,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PRRX1,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RNF170,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
TRIP13,8,4,4,4,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GBA1,247,244,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TYR,205,202,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GJB1,185,182,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SYNE2,166,3,163,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HEXA,135,132,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PSEN1,119,116,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
G6PC1,109,106,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
PCCB,96,93,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
IRF6,90,87,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ACAT1,82,79,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DNAH10,77,3,74,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC3A1,75,72,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ATL1,73,70,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CUX2,72,3,69,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
POMGNT1,71,68,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SGCA,71,68,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TUBB2B,71,68,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ALPK1,68,3,65,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DES,64,61,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
FOXL2,64,61,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PAX2,64,61,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC25A13,64,61,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
TWNK,64,61,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
FAH,63,60,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC37A4,63,60,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NPHS2,61,58,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
THRB,60,57,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PPT1,59,56,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NPR2,58,55,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BBS1,56,53,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NLRP2,55,3,52,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TNNT2,55,52,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SDHD,54,51,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TK2,54,51,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KCNJ1,52,49,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LAMA4,52,3,49,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PMP22,52,49,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TPM1,52,49,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CDC73,51,48,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CHRNA2,51,3,48,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CLN5,51,48,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KBTBD13,51,3,48,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ABCC9,50,47,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
FHL1,47,44,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CTSK,46,43,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MMAB,46,43,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
P3H1,46,43,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LMNB2,45,3,42,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MKS1,45,42,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NFE2L2,44,3,41,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
APRT,43,40,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MDC1,42,3,39,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ALDOB,41,38,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MC4R,41,38,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PHGDH,41,38,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
STAR,41,38,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CLDN16,39,36,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CEP295,38,3,35,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
